id,date_time,type
86765,20/07/2024 18:01,1
112,20/07/2024 18:01,1
112,20/07/2024 18:02,1
86766,20/07/2024 18:02,1
86766,20/07/2024 18:02,1
117,20/07/2024 18:02,1
85458,22/07/2024 5:23,0
86924,22/07/2024 5:33,0
114,22/07/2024 5:40,0
113,22/07/2024 5:47,0
86763,22/07/2024 5:47,0
3,22/07/2024 5:48,0
86765,22/07/2024 5:51,0
111,22/07/2024 5:52,0
112,22/07/2024 5:53,0
112,22/07/2024 5:53,0
86766,22/07/2024 5:53,0
87099,22/07/2024 5:53,0
87099,22/07/2024 5:54,0
117,22/07/2024 5:54,0
117,22/07/2024 5:56,0
115,22/07/2024 5:56,0
116,22/07/2024 5:56,0
86767,22/07/2024 5:58,0
86768,22/07/2024 5:58,0
3,22/07/2024 11:08,1
3,22/07/2024 13:43,0
86766,22/07/2024 14:31,1
86766,22/07/2024 14:31,1
117,22/07/2024 18:01,1
86763,22/07/2024 20:00,1
115,22/07/2024 20:00,1
111,22/07/2024 20:00,1
113,22/07/2024 20:00,1
3,22/07/2024 20:00,1
114,22/07/2024 20:00,1
86768,22/07/2024 20:00,1
87099,22/07/2024 20:00,1
87099,22/07/2024 20:00,1
86767,22/07/2024 20:01,1
86924,22/07/2024 20:01,1
116,22/07/2024 20:01,1
86765,22/07/2024 20:01,1
112,22/07/2024 20:01,1
85458,23/07/2024 5:23,0
112,23/07/2024 5:36,0
113,23/07/2024 5:37,0
115,23/07/2024 5:43,0
114,23/07/2024 5:45,0
86766,23/07/2024 5:47,0
86766,23/07/2024 5:47,0
111,23/07/2024 5:48,0
3,23/07/2024 5:48,0
116,23/07/2024 5:52,0
86924,23/07/2024 5:52,0
86765,23/07/2024 5:52,0
87099,23/07/2024 5:53,0
87099,23/07/2024 5:53,0
86769,23/07/2024 5:53,0
86769,23/07/2024 5:53,0
86763,23/07/2024 5:53,0
86763,23/07/2024 5:53,0
86767,23/07/2024 5:55,0
86768,23/07/2024 5:55,0
117,23/07/2024 5:55,0
86763,23/07/2024 18:00,1
86763,23/07/2024 18:00,1
86769,23/07/2024 18:00,1
86769,23/07/2024 18:00,1
3,23/07/2024 18:00,1
111,23/07/2024 18:00,1
113,23/07/2024 18:00,1
113,23/07/2024 18:00,1
114,23/07/2024 18:00,1
115,23/07/2024 18:00,1
86766,23/07/2024 18:00,1
86766,23/07/2024 18:00,1
116,23/07/2024 18:01,1
86768,23/07/2024 18:01,1
86767,23/07/2024 18:01,1
117,23/07/2024 18:01,1
86765,23/07/2024 18:01,1
112,23/07/2024 18:01,1
112,23/07/2024 18:01,1
87099,23/07/2024 18:02,1
87099,23/07/2024 18:02,1
86924,23/07/2024 18:04,1
86763,24/07/2024 5:36,0
86763,24/07/2024 5:36,0
86764,24/07/2024 5:36,0
114,24/07/2024 5:42,0
115,24/07/2024 5:47,0
3,24/07/2024 5:47,0
86924,24/07/2024 5:48,0
113,24/07/2024 5:49,0
113,24/07/2024 5:49,0
111,24/07/2024 5:50,0
116,24/07/2024 5:52,0
86766,24/07/2024 5:52,0
87099,24/07/2024 5:55,0
87099,24/07/2024 5:55,0
86765,24/07/2024 5:55,0
117,24/07/2024 5:55,0
86767,24/07/2024 5:58,0
86768,24/07/2024 5:58,0
86924,24/07/2024 18:01,1
117,24/07/2024 18:03,1
86763,24/07/2024 20:00,1
86763,24/07/2024 20:00,1
86764,24/07/2024 20:00,1
86764,24/07/2024 20:00,1
115,24/07/2024 20:00,1
115,24/07/2024 20:00,1
111,24/07/2024 20:00,1
113,24/07/2024 20:00,1
86767,24/07/2024 20:00,1
86767,24/07/2024 20:00,1
116,24/07/2024 20:00,1
86765,24/07/2024 20:00,1
86768,24/07/2024 20:00,1
87099,24/07/2024 20:00,1
87099,24/07/2024 20:00,1
3,24/07/2024 20:00,1
114,24/07/2024 20:01,1
86766,24/07/2024 20:01,1
86766,24/07/2024 20:01,1
112,25/07/2024 5:39,0
112,25/07/2024 5:39,0
3,25/07/2024 5:40,0
114,25/07/2024 5:42,0
86766,25/07/2024 5:46,0
86766,25/07/2024 5:46,0
111,25/07/2024 5:48,0
113,25/07/2024 5:48,0
86763,25/07/2024 5:50,0
86763,25/07/2024 5:50,0
116,25/07/2024 5:50,0
116,25/07/2024 5:50,0
86764,25/07/2024 5:51,0
86764,25/07/2024 5:51,0
86765,25/07/2024 5:52,0
86924,25/07/2024 5:52,0
87099,25/07/2024 5:52,0
87099,25/07/2024 5:52,0
86769,25/07/2024 5:52,0
86769,25/07/2024 5:52,0
86769,25/07/2024 5:52,0
115,25/07/2024 5:55,0
117,25/07/2024 5:55,0
86767,25/07/2024 5:57,0
86767,25/07/2024 5:58,0
86768,25/07/2024 5:58,0
116,25/07/2024 18:00,1
116,25/07/2024 18:00,1
115,25/07/2024 18:00,1
115,25/07/2024 18:00,1
113,25/07/2024 18:01,1
111,25/07/2024 18:01,1
112,25/07/2024 18:01,1
86768,25/07/2024 18:01,1
86767,25/07/2024 18:01,1
86766,25/07/2024 18:01,1
117,25/07/2024 18:02,1
117,25/07/2024 18:02,1
86769,25/07/2024 18:02,1
86769,25/07/2024 18:02,1
114,25/07/2024 18:02,0
3,25/07/2024 18:03,1
86763,25/07/2024 18:03,1
86763,25/07/2024 18:03,1
86764,25/07/2024 18:04,1
86764,25/07/2024 18:04,1
87099,25/07/2024 18:04,1
87099,25/07/2024 18:04,1
86924,25/07/2024 18:04,1
86765,25/07/2024 18:05,1
112,26/07/2024 5:36,0
114,26/07/2024 5:44,0
3,26/07/2024 5:44,0
113,26/07/2024 5:48,0
111,26/07/2024 5:49,0
86766,26/07/2024 5:49,0
86766,26/07/2024 5:49,0
86763,26/07/2024 5:51,0
86763,26/07/2024 5:51,0
86764,26/07/2024 5:51,0
86764,26/07/2024 5:51,0
86765,26/07/2024 5:52,0
87099,26/07/2024 5:52,0
87099,26/07/2024 5:52,0
117,26/07/2024 5:53,0
86924,26/07/2024 5:53,0
116,26/07/2024 5:53,0
116,26/07/2024 5:53,0
115,26/07/2024 5:54,0
86769,26/07/2024 5:54,0
86769,26/07/2024 5:54,0
86767,26/07/2024 5:58,0
86767,26/07/2024 5:58,0
3,26/07/2024 14:30,1
115,26/07/2024 14:33,1
115,26/07/2024 14:33,1
113,26/07/2024 18:00,1
86763,26/07/2024 18:00,1
86763,26/07/2024 18:00,1
114,26/07/2024 18:00,1
111,26/07/2024 18:00,1
86769,26/07/2024 18:00,1
86769,26/07/2024 18:00,1
86924,26/07/2024 18:01,1
116,26/07/2024 18:01,1
86764,26/07/2024 18:01,1
86764,26/07/2024 18:01,1
112,26/07/2024 18:01,1
87099,26/07/2024 18:01,1
87099,26/07/2024 18:01,1
86767,26/07/2024 18:01,1
86765,26/07/2024 18:01,1
86766,26/07/2024 18:02,1
86766,26/07/2024 18:02,1
117,26/07/2024 18:09,1
113,27/07/2024 5:31,0
115,27/07/2024 5:34,0
3,27/07/2024 5:34,0
112,27/07/2024 5:37,0
86924,27/07/2024 5:38,0
114,27/07/2024 5:45,0
111,27/07/2024 5:47,0
86766,27/07/2024 5:49,0
86766,27/07/2024 5:49,0
87099,27/07/2024 5:50,0
87099,27/07/2024 5:50,0
86765,27/07/2024 5:51,0
116,27/07/2024 5:54,0
116,27/07/2024 5:54,0
117,27/07/2024 5:54,0
86763,27/07/2024 5:56,0
86763,27/07/2024 5:56,0
86764,27/07/2024 5:56,0
86764,27/07/2024 5:56,0
86767,27/07/2024 5:56,0
86768,27/07/2024 5:56,0
86769,27/07/2024 5:56,0
86769,27/07/2024 5:56,0
86763,27/07/2024 18:00,1
86763,27/07/2024 18:00,1
86769,27/07/2024 18:00,1
86769,27/07/2024 18:00,1
115,27/07/2024 18:00,1
115,27/07/2024 18:00,1
116,27/07/2024 18:00,1
116,27/07/2024 18:00,1
111,27/07/2024 18:00,1
111,27/07/2024 18:00,1
3,27/07/2024 18:00,1
113,27/07/2024 18:00,1
114,27/07/2024 18:00,1
86768,27/07/2024 18:00,1
112,27/07/2024 18:00,1
112,27/07/2024 18:00,1
86767,27/07/2024 18:00,1
86764,27/07/2024 18:01,1
86764,27/07/2024 18:01,1
86766,27/07/2024 18:01,1
86766,27/07/2024 18:01,1
87099,27/07/2024 18:01,1
87099,27/07/2024 18:01,1
86924,27/07/2024 18:01,1
86765,27/07/2024 18:01,1
117,27/07/2024 18:06,1
85458,29/07/2024 5:30,0
86763,29/07/2024 5:36,0
86763,29/07/2024 5:36,0
86763,29/07/2024 5:36,0
86764,29/07/2024 5:36,0
86764,29/07/2024 5:36,0
114,29/07/2024 5:45,0
112,29/07/2024 5:45,0
3,29/07/2024 5:49,0
113,29/07/2024 5:49,0
115,29/07/2024 5:49,0
86924,29/07/2024 5:50,0
86765,29/07/2024 5:53,0
116,29/07/2024 5:53,0
116,29/07/2024 5:53,0
86766,29/07/2024 5:54,0
111,29/07/2024 5:55,0
87099,29/07/2024 5:56,0
87099,29/07/2024 5:56,0
117,29/07/2024 5:58,0
86768,29/07/2024 6:03,0
86767,29/07/2024 6:03,0
3,29/07/2024 18:00,1
86763,29/07/2024 18:00,1
86763,29/07/2024 18:00,1
111,29/07/2024 18:00,1
115,29/07/2024 18:00,1
115,29/07/2024 18:00,1
113,29/07/2024 18:00,1
114,29/07/2024 18:00,1
116,29/07/2024 18:01,1
116,29/07/2024 18:01,1
86765,29/07/2024 18:01,1
86768,29/07/2024 18:01,1
86767,29/07/2024 18:01,1
86767,29/07/2024 18:01,1
86924,29/07/2024 18:01,1
86764,29/07/2024 18:01,1
86764,29/07/2024 18:01,1
87099,29/07/2024 18:01,1
87099,29/07/2024 18:01,1
112,29/07/2024 18:01,1
112,29/07/2024 18:01,1
86766,29/07/2024 18:03,1
86766,29/07/2024 18:03,1
117,29/07/2024 18:12,1
113,30/07/2024 5:34,0
113,30/07/2024 5:34,0
115,30/07/2024 5:36,0
112,30/07/2024 5:43,0
86924,30/07/2024 5:43,0
3,30/07/2024 5:47,0
87099,30/07/2024 5:49,0
86766,30/07/2024 5:49,0
86766,30/07/2024 5:49,0
116,30/07/2024 5:50,0
116,30/07/2024 5:50,0
111,30/07/2024 5:50,0
111,30/07/2024 5:50,0
114,30/07/2024 5:50,0
114,30/07/2024 5:50,0
114,30/07/2024 5:50,0
86765,30/07/2024 5:51,0
86764,30/07/2024 5:52,0
86764,30/07/2024 5:52,0
86763,30/07/2024 5:52,0
86763,30/07/2024 5:52,0
86768,30/07/2024 5:55,0
86767,30/07/2024 5:55,0
86767,30/07/2024 5:55,0
117,30/07/2024 5:56,0
112,30/07/2024 14:31,1
112,30/07/2024 14:31,1
117,30/07/2024 18:03,1
86763,30/07/2024 20:00,1
86763,30/07/2024 20:00,1
86764,30/07/2024 20:00,1
86764,30/07/2024 20:00,1
115,30/07/2024 20:00,1
115,30/07/2024 20:00,1
116,30/07/2024 20:00,1
113,30/07/2024 20:00,1
111,30/07/2024 20:00,1
111,30/07/2024 20:00,1
86766,30/07/2024 20:00,1
86767,30/07/2024 20:00,1
114,30/07/2024 20:00,1
114,30/07/2024 20:00,1
3,30/07/2024 20:00,1
87099,30/07/2024 20:00,1
87099,30/07/2024 20:00,1
87099,30/07/2024 20:00,1
86768,30/07/2024 20:00,1
86924,30/07/2024 20:01,1
86765,30/07/2024 20:01,1
113,31/07/2024 5:34,0
3,31/07/2024 5:37,0
112,31/07/2024 5:42,0
86924,31/07/2024 5:43,0
111,31/07/2024 5:44,0
111,31/07/2024 5:44,0
116,31/07/2024 5:47,0
116,31/07/2024 5:47,0
114,31/07/2024 5:47,0
114,31/07/2024 5:47,0
115,31/07/2024 5:48,0
86766,31/07/2024 5:48,0
86766,31/07/2024 5:48,0
86765,31/07/2024 5:50,0
86763,31/07/2024 5:53,0
86763,31/07/2024 5:53,0
86764,31/07/2024 5:53,0
86764,31/07/2024 5:53,0
87099,31/07/2024 5:53,0
87099,31/07/2024 5:53,0
117,31/07/2024 5:54,0
86767,31/07/2024 5:57,0
86767,31/07/2024 5:57,0
86768,31/07/2024 5:57,0
86768,31/07/2024 5:57,0
86769,31/07/2024 5:57,0
86769,31/07/2024 5:57,0
87099,31/07/2024 12:00,1
87099,31/07/2024 12:00,1
116,31/07/2024 14:37,1
116,31/07/2024 14:37,1
86763,31/07/2024 18:00,1
86763,31/07/2024 18:00,1
115,31/07/2024 18:00,1
115,31/07/2024 18:00,1
111,31/07/2024 18:00,1
86769,31/07/2024 18:00,1
86769,31/07/2024 18:00,1
113,31/07/2024 18:00,1
114,31/07/2024 18:00,1
114,31/07/2024 18:00,1
114,31/07/2024 18:00,1
86764,31/07/2024 18:00,1
86764,31/07/2024 18:00,1
3,31/07/2024 18:00,1
117,31/07/2024 18:00,1
86765,31/07/2024 18:01,1
112,31/07/2024 18:01,1
86768,31/07/2024 18:01,1
86767,31/07/2024 18:01,1
86766,31/07/2024 18:01,1
86766,31/07/2024 18:01,1
86924,31/07/2024 18:01,1
112,01/08/2024 5:36,0
3,01/08/2024 5:41,0
86764,01/08/2024 5:43,0
86764,01/08/2024 5:43,0
86763,01/08/2024 5:43,0
86763,01/08/2024 5:43,0
86924,01/08/2024 5:44,0
114,01/08/2024 5:46,0
114,01/08/2024 5:46,0
115,01/08/2024 5:46,0
113,01/08/2024 5:48,0
113,01/08/2024 5:48,0
86766,01/08/2024 5:50,0
86766,01/08/2024 5:50,0
86765,01/08/2024 5:52,0
87099,01/08/2024 5:53,0
87099,01/08/2024 5:53,0
111,01/08/2024 5:54,0
111,01/08/2024 5:54,0
117,01/08/2024 5:55,0
86767,01/08/2024 5:56,0
116,01/08/2024 5:56,0
116,01/08/2024 5:56,0
86768,01/08/2024 5:57,0
86768,01/08/2024 5:57,0
86769,01/08/2024 5:58,0
86769,01/08/2024 5:58,0
86763,01/08/2024 18:00,1
86763,01/08/2024 18:00,1
115,01/08/2024 18:00,1
115,01/08/2024 18:00,1
116,01/08/2024 18:00,1
116,01/08/2024 18:00,1
111,01/08/2024 18:00,1
111,01/08/2024 18:00,1
113,01/08/2024 18:00,1
113,01/08/2024 18:00,1
114,01/08/2024 18:00,1
114,01/08/2024 18:00,1
86764,01/08/2024 18:00,1
86764,01/08/2024 18:00,1
86769,01/08/2024 18:00,1
86769,01/08/2024 18:00,1
3,01/08/2024 18:00,1
86767,01/08/2024 18:01,1
86924,01/08/2024 18:01,1
86768,01/08/2024 18:01,1
86768,01/08/2024 18:01,1
87099,01/08/2024 18:01,1
87099,01/08/2024 18:01,1
112,01/08/2024 18:01,1
86765,01/08/2024 18:02,1
117,01/08/2024 18:02,1
86766,01/08/2024 18:02,1
86766,01/08/2024 18:02,1
112,02/08/2024 5:42,0
112,02/08/2024 5:42,0
86924,02/08/2024 5:42,0
3,02/08/2024 5:43,0
116,02/08/2024 5:45,0
116,02/08/2024 5:45,0
114,02/08/2024 5:46,0
114,02/08/2024 5:46,0
86766,02/08/2024 5:46,0
86766,02/08/2024 5:46,0
111,02/08/2024 5:46,0
111,02/08/2024 5:46,0
115,02/08/2024 5:47,0
113,02/08/2024 5:48,0
113,02/08/2024 5:48,0
86765,02/08/2024 5:50,0
87099,02/08/2024 5:52,0
87099,02/08/2024 5:52,0
86763,02/08/2024 5:55,0
86763,02/08/2024 5:55,0
86764,02/08/2024 5:55,0
86764,02/08/2024 5:55,0
86768,02/08/2024 5:58,0
86768,02/08/2024 5:58,0
86767,02/08/2024 5:58,0
86767,02/08/2024 5:58,0
116,02/08/2024 18:00,1
115,02/08/2024 18:00,1
115,02/08/2024 18:00,1
3,02/08/2024 18:00,1
86766,02/08/2024 18:00,1
86766,02/08/2024 18:00,1
114,02/08/2024 18:01,1
114,02/08/2024 18:01,1
114,02/08/2024 18:01,1
113,02/08/2024 18:01,1
111,02/08/2024 18:01,1
87099,02/08/2024 18:01,1
87099,02/08/2024 18:01,1
86765,02/08/2024 18:01,1
86763,02/08/2024 18:02,1
86763,02/08/2024 18:02,1
86924,02/08/2024 18:02,1
86764,02/08/2024 18:02,1
86764,02/08/2024 18:02,1
86767,02/08/2024 18:02,1
86768,02/08/2024 18:02,1
86768,02/08/2024 18:02,1
112,02/08/2024 18:02,1
3,03/08/2024 5:39,0
112,03/08/2024 5:40,0
86924,03/08/2024 5:43,0
114,03/08/2024 5:43,0
114,03/08/2024 5:43,0
86766,03/08/2024 5:47,0
86766,03/08/2024 5:47,0
113,03/08/2024 5:48,0
113,03/08/2024 5:48,0
115,03/08/2024 5:49,0
115,03/08/2024 5:49,0
111,03/08/2024 5:49,0
111,03/08/2024 5:49,0
86765,03/08/2024 5:52,0
87099,03/08/2024 5:53,0
87099,03/08/2024 5:53,0
86763,03/08/2024 5:53,0
86763,03/08/2024 5:53,0
86764,03/08/2024 5:53,0
86764,03/08/2024 5:53,0
117,03/08/2024 5:54,0
86769,03/08/2024 5:55,0
86769,03/08/2024 5:55,0
86767,03/08/2024 5:57,0
86767,03/08/2024 5:57,0
86768,03/08/2024 5:57,0
86768,03/08/2024 5:57,0
116,03/08/2024 5:59,0
116,03/08/2024 5:59,0
113,03/08/2024 14:30,1
113,03/08/2024 14:30,1
116,03/08/2024 18:00,1
86765,03/08/2024 18:00,1
87099,03/08/2024 18:00,1
87099,03/08/2024 18:00,1
86764,03/08/2024 18:00,1
86764,03/08/2024 18:00,1
86763,03/08/2024 18:00,1
3,03/08/2024 18:00,1
86766,03/08/2024 18:00,1
86769,03/08/2024 18:00,1
86769,03/08/2024 18:00,1
115,03/08/2024 18:00,1
111,03/08/2024 18:00,1
111,03/08/2024 18:00,1
112,03/08/2024 18:00,1
112,03/08/2024 18:01,1
86768,03/08/2024 18:01,1
86768,03/08/2024 18:01,1
114,03/08/2024 18:01,1
114,03/08/2024 18:01,1
86924,03/08/2024 18:01,1
86767,03/08/2024 18:01,1
117,03/08/2024 18:02,1
112,05/08/2024 5:40,0
86924,05/08/2024 5:42,0
3,05/08/2024 5:42,0
116,05/08/2024 5:46,0
116,05/08/2024 5:46,0
113,05/08/2024 5:47,0
113,05/08/2024 5:47,0
114,05/08/2024 5:47,0
114,05/08/2024 5:47,0
115,05/08/2024 5:48,0
111,05/08/2024 5:51,0
111,05/08/2024 5:51,0
86764,05/08/2024 5:53,0
86764,05/08/2024 5:53,0
86763,05/08/2024 5:53,0
86763,05/08/2024 5:53,0
86765,05/08/2024 5:53,0
86765,05/08/2024 5:53,0
87099,05/08/2024 5:54,0
87099,05/08/2024 5:54,0
86769,05/08/2024 5:56,0
86769,05/08/2024 5:56,0
117,05/08/2024 5:58,0
86767,05/08/2024 5:58,0
86768,05/08/2024 5:59,0
86768,05/08/2024 5:59,0
3,05/08/2024 13:53,1
86768,05/08/2024 14:51,1
86768,05/08/2024 14:51,1
3,05/08/2024 16:06,0
113,05/08/2024 18:00,1
113,05/08/2024 18:00,1
117,05/08/2024 18:01,1
86767,05/08/2024 20:00,1
86769,05/08/2024 20:00,1
86769,05/08/2024 20:00,1
86763,05/08/2024 20:00,1
86763,05/08/2024 20:00,1
86764,05/08/2024 20:00,1
86764,05/08/2024 20:00,1
116,05/08/2024 20:00,1
116,05/08/2024 20:00,1
115,05/08/2024 20:00,1
115,05/08/2024 20:00,1
111,05/08/2024 20:00,1
3,05/08/2024 20:00,1
112,05/08/2024 20:00,1
87099,05/08/2024 20:00,1
87099,05/08/2024 20:00,1
86765,05/08/2024 20:00,1
114,05/08/2024 20:00,1
114,05/08/2024 20:00,1
86924,05/08/2024 20:01,1
113,06/08/2024 5:34,0
113,06/08/2024 5:34,0
3,06/08/2024 5:37,0
115,06/08/2024 5:45,0
115,06/08/2024 5:45,0
86766,06/08/2024 5:45,0
86766,06/08/2024 5:45,0
114,06/08/2024 5:45,0
114,06/08/2024 5:45,0
116,06/08/2024 5:47,0
116,06/08/2024 5:47,0
111,06/08/2024 5:47,0
111,06/08/2024 5:47,0
86764,06/08/2024 5:51,0
86764,06/08/2024 5:51,0
86763,06/08/2024 5:52,0
86763,06/08/2024 5:52,0
86765,06/08/2024 5:52,0
86924,06/08/2024 5:52,0
87099,06/08/2024 5:52,0
87099,06/08/2024 5:52,0
86769,06/08/2024 5:55,0
86769,06/08/2024 5:55,0
117,06/08/2024 5:56,0
86767,06/08/2024 5:58,0
86763,06/08/2024 18:00,0
86763,06/08/2024 18:00,0
111,06/08/2024 18:00,0
111,06/08/2024 18:00,0
117,06/08/2024 18:01,0
113,06/08/2024 18:01,1
113,06/08/2024 18:01,1
86767,06/08/2024 18:01,1
86763,06/08/2024 18:02,1
86763,06/08/2024 18:02,1
111,06/08/2024 18:02,1
111,06/08/2024 18:02,1
86764,06/08/2024 18:02,1
86764,06/08/2024 18:02,1
115,06/08/2024 18:03,1
86769,06/08/2024 18:03,1
86769,06/08/2024 18:03,1
3,06/08/2024 18:03,1
86924,06/08/2024 18:04,1
116,06/08/2024 18:04,1
116,06/08/2024 18:04,1
86766,06/08/2024 18:06,1
86766,06/08/2024 18:06,1
114,06/08/2024 18:06,1
114,06/08/2024 18:06,1
87099,06/08/2024 18:06,1
87099,06/08/2024 18:06,1
86765,06/08/2024 18:06,1
86766,07/08/2024 5:41,0
86766,07/08/2024 5:41,0
112,07/08/2024 5:45,0
86924,07/08/2024 5:46,0
114,07/08/2024 5:47,0
114,07/08/2024 5:48,0
111,07/08/2024 5:49,0
111,07/08/2024 5:49,0
113,07/08/2024 5:50,0
113,07/08/2024 5:50,0
116,07/08/2024 5:50,0
116,07/08/2024 5:50,0
3,07/08/2024 5:51,0
87099,07/08/2024 5:51,0
87099,07/08/2024 5:51,0
86763,07/08/2024 5:52,0
86763,07/08/2024 5:52,0
86764,07/08/2024 5:52,0
86764,07/08/2024 5:52,0
86765,07/08/2024 5:52,0
117,07/08/2024 5:56,0
86767,07/08/2024 5:57,0
86768,07/08/2024 5:57,0
86768,07/08/2024 5:57,0
86769,07/08/2024 5:58,0
86769,07/08/2024 5:58,0
117,07/08/2024 18:01,0
3,07/08/2024 18:49,1
86769,07/08/2024 20:00,1
86769,07/08/2024 20:00,1
86764,07/08/2024 20:00,1
86764,07/08/2024 20:00,1
86767,07/08/2024 20:00,1
86767,07/08/2024 20:00,1
113,07/08/2024 20:00,1
113,07/08/2024 20:00,1
86763,07/08/2024 20:00,1
86763,07/08/2024 20:00,1
112,07/08/2024 20:00,1
112,07/08/2024 20:00,1
111,07/08/2024 20:00,1
111,07/08/2024 20:00,1
114,07/08/2024 20:00,1
114,07/08/2024 20:00,1
86768,07/08/2024 20:00,1
86768,07/08/2024 20:00,1
116,07/08/2024 20:00,1
116,07/08/2024 20:00,1
86765,07/08/2024 20:01,1
87099,07/08/2024 20:01,1
87099,07/08/2024 20:01,1
86924,07/08/2024 20:02,1
86766,07/08/2024 20:02,1
86766,07/08/2024 20:02,1
3,08/08/2024 5:24,0
114,08/08/2024 5:42,0
114,08/08/2024 5:42,0
112,08/08/2024 5:44,0
