       20	2024-07-17 11:02:06	1	0	1	0
       20	2024-07-17 11:02:13	1	1	1	0
        1	2024-07-18 09:38:50	1	0	1	0
       20	2024-07-18 09:39:15	1	0	1	0
    85458	2024-07-18 09:42:27	1	0	1	0
    85458	2024-07-18 09:42:40	1	1	1	0
    86765	2024-07-18 09:43:08	1	0	1	0
    86765	2024-07-18 09:43:16	1	1	1	0
    86769	2024-07-18 09:43:24	1	0	1	0
    86769	2024-07-18 09:43:33	1	1	1	0
    86769	2024-07-18 09:43:48	1	1	1	0
    86765	2024-07-18 09:46:30	1	0	1	0
    86765	2024-07-18 09:46:43	1	1	1	0
    86768	2024-07-18 09:47:04	1	1	1	0
    86768	2024-07-18 09:47:13	1	1	1	0
    86924	2024-07-18 09:47:40	1	0	1	0
    86924	2024-07-18 09:47:48	1	1	1	0
    86766	2024-07-18 09:48:03	1	0	1	0
    86766	2024-07-18 09:48:26	1	1	1	0
    86766	2024-07-18 09:48:36	1	0	1	0
    86766	2024-07-18 09:48:47	1	1	1	0
        3	2024-07-18 09:54:22	1	1	1	0
    86767	2024-07-18 09:55:31	1	1	1	0
    86767	2024-07-18 09:55:41	1	1	1	0
    86763	2024-07-18 09:55:51	1	0	1	0
    86763	2024-07-18 09:55:53	1	0	1	0
    86763	2024-07-18 09:55:59	1	1	1	0
    86763	2024-07-18 09:56:01	1	1	1	0
    86764	2024-07-18 09:56:08	1	0	1	0
    86764	2024-07-18 09:56:14	1	0	1	0
    87099	2024-07-18 09:56:31	1	0	1	0
    87099	2024-07-18 09:56:42	1	1	1	0
       20	2024-07-18 10:08:32	1	1	1	0
      111	2024-07-18 12:20:31	1	0	1	0
      111	2024-07-18 12:20:39	1	1	1	0
      112	2024-07-18 12:25:03	1	0	1	0
      112	2024-07-18 12:25:09	1	1	1	0
       20	2024-07-18 12:25:40	1	1	1	0
       20	2024-07-18 12:26:01	1	1	1	0
       20	2024-07-18 12:26:05	1	1	1	0
       20	2024-07-18 12:26:13	1	1	1	0
      113	2024-07-18 12:31:27	1	0	1	0
      113	2024-07-18 12:31:34	1	0	1	0
      113	2024-07-18 12:31:42	1	1	1	0
      113	2024-07-18 12:31:51	1	1	1	0
      114	2024-07-18 12:33:18	1	0	1	0
      114	2024-07-18 12:33:29	1	1	1	0
      114	2024-07-18 12:33:35	1	1	1	0
      114	2024-07-18 12:33:41	1	1	1	0
      115	2024-07-18 12:34:55	1	0	1	0
      115	2024-07-18 12:35:00	1	0	1	0
      115	2024-07-18 12:35:08	1	0	1	0
      115	2024-07-18 12:35:17	1	1	1	0
      115	2024-07-18 12:35:24	1	1	1	0
      116	2024-07-18 12:37:14	1	0	1	0
      116	2024-07-18 12:37:23	1	0	1	0
      116	2024-07-18 12:37:29	1	1	1	0
      116	2024-07-18 12:37:34	1	1	1	0
      117	2024-07-18 12:39:18	1	0	1	0
      117	2024-07-18 12:39:26	1	0	1	0
      117	2024-07-18 12:39:53	1	1	1	0
      117	2024-07-18 12:39:56	1	1	1	0
      118	2024-07-18 12:44:19	1	1	1	0
      115	2024-07-18 18:00:06	1	1	1	0
    86763	2024-07-18 18:00:11	1	1	1	0
      113	2024-07-18 18:00:16	1	1	1	0
      111	2024-07-18 18:00:23	1	1	1	0
      112	2024-07-18 18:00:28	1	1	1	0
      112	2024-07-18 18:00:32	1	1	1	0
    86768	2024-07-18 18:00:38	1	1	1	0
    86768	2024-07-18 18:00:40	1	1	1	0
      114	2024-07-18 18:00:49	1	1	1	0
    86924	2024-07-18 18:01:02	1	1	1	0
    86767	2024-07-18 18:01:09	1	1	1	0
    86769	2024-07-18 18:01:15	1	1	1	0
    86769	2024-07-18 18:01:16	1	1	1	0
    86764	2024-07-18 18:01:17	1	1	1	0
    87099	2024-07-18 18:01:23	1	1	1	0
        3	2024-07-18 18:01:25	1	1	1	0
    86766	2024-07-18 18:01:40	1	1	1	0
      116	2024-07-18 18:01:52	1	1	1	0
      117	2024-07-18 18:02:00	1	1	1	0
    86765	2024-07-18 18:02:20	1	1	1	0
      114	2024-07-19 05:40:28	1	0	1	0
      112	2024-07-19 05:42:14	1	0	1	0
      111	2024-07-19 05:42:18	1	0	1	0
    86766	2024-07-19 05:45:57	1	0	1	0
    87099	2024-07-19 05:48:30	1	0	1	0
    87099	2024-07-19 05:48:32	1	0	1	0
    86924	2024-07-19 05:48:44	1	0	1	0
      113	2024-07-19 05:48:58	1	0	1	0
      117	2024-07-19 05:51:10	1	0	1	0
        3	2024-07-19 05:51:59	1	0	1	0
      116	2024-07-19 05:52:22	1	0	1	0
    86767	2024-07-19 05:53:03	1	0	1	0
    86768	2024-07-19 05:53:07	1	0	1	0
    86769	2024-07-19 05:53:10	1	0	1	0
    86763	2024-07-19 05:53:13	1	0	1	0
    86764	2024-07-19 05:53:23	1	0	1	0
      115	2024-07-19 05:53:29	1	0	1	0
    86765	2024-07-19 05:53:38	1	0	1	0
      115	2024-07-19 14:30:11	1	1	1	0
        3	2024-07-19 18:00:33	1	1	1	0
      111	2024-07-19 18:00:40	1	1	1	0
      113	2024-07-19 18:00:44	1	1	1	0
    86765	2024-07-19 18:00:50	1	1	1	0
    86765	2024-07-19 18:00:51	1	1	1	0
